model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2013,8999,2,11000,2,145,47.9,1.6
 S-MAX,2016,15500,0,40000,0,125,56.5,2
 Tourneo Custom,2017,16500,0,47000,0,200,44.8,2
 KA,2009,4990,0,6000,2,30,55.4,1.2
 Fiesta,2016,7550,0,46000,0,0,78.5,1.5
 Fiesta,2016,10990,0,31000,2,145,47.9,1.6
 Fiesta,2017,7650,0,44000,0,0,78.5,1.5
 Kuga,2011,6950,0,84000,0,205,47.1,2
 Fiesta,2016,10400,0,20000,2,20,62.8,1
 Kuga,2017,11490,0,26000,0,145,64.2,1.5
 Focus,2017,24990,0,18000,2,145,36.7,2.3
 Mondeo,2015,9490,0,52000,0,30,64.2,2
 Kuga,2015,8990,0,50000,0,125,60.1,2
 S-MAX,2016,15990,2,30000,0,125,56.5,2
 Kuga,2018,15500,0,24000,0,145,64.2,1.5
 Fiesta,2013,5900,0,66000,0,0,85.6,1.6
 Mondeo,2016,9500,0,78000,0,0,78.5,1.5
 Focus,2016,11990,0,45000,2,200,41.5,2
 Focus,2016,7990,0,57000,0,0,74.3,1.5
 Fiesta,2015,6990,0,28000,0,0,88.3,1.5
 Focus,2017,10990,0,22000,2,145,60.1,1
 Mondeo,2015,10490,2,54000,0,125,58.9,2
 Kuga,2017,10990,0,41000,0,145,64.2,1.5
 Fiesta,2015,7490,0,69000,2,145,47.9,1.6
 Focus,2016,6490,0,90000,0,0,74.3,1.5
 Fiesta,2016,5990,0,40000,2,125,54.3,1.2
 Fiesta,2016,6990,0,50000,2,0,65.7,1
 Focus,2016,8490,0,35000,0,0,74.3,1.5
 Focus,2016,7990,0,52000,0,0,74.3,1.5
 Focus,2017,8990,0,40000,2,145,60.1,1
 Kuga,2016,12490,0,37000,0,145,54.3,2
 Focus,2014,5990,0,58000,0,20,67.3,1.6
 Kuga,2016,12490,0,32000,2,160,45.6,1.5
 Focus,2015,6490,0,62000,0,0,74.3,1.5
 Focus,2016,6990,0,45000,2,20,61.4,1
 Focus,2016,7990,0,28000,0,0,74.3,1.5
 Mondeo,2016,11500,0,24000,0,0,78.5,1.5
 Focus,2016,9500,0,46000,0,0,74.3,1.5
 Fiesta,2018,10490,0,15000,2,145,62.8,1
 Mondeo,2015,8490,0,62000,0,20,67.3,2
 Mondeo,2015,7990,0,80000,0,20,68.9,2
 Focus,2014,8990,0,76000,2,235,39.2,2
 Fiesta,2014,7990,0,37000,2,145,47.9,1.6
 Fiesta,2013,5990,0,91000,2,145,47.9,1.6
 Mondeo,2016,8990,0,64000,0,30,64.2,2
 Mondeo,2014,9490,0,47000,0,200,47.1,2.2
 Focus,2016,7990,0,32000,0,0,74.3,1.5
 Focus,2010,7490,0,54000,2,325,30.4,2.5
 Kuga,2016,11490,0,39000,2,160,45.6,1.5
 Kuga,2017,9990,0,49000,0,30,64.2,1.5
 Fiesta,2016,8490,0,25000,2,20,62.8,1
 Fiesta,2014,4490,0,51000,2,30,54.3,1.2
 Fiesta,2017,10990,0,23000,2,145,47.9,1.6
 Fiesta,2015,5490,0,34000,2,125,54.3,1.2
 Mondeo,2014,8990,0,40000,0,125,53.3,2
 Kuga,2015,8990,0,57000,0,125,60.1,2
 Focus,2013,9490,0,67000,2,235,39.2,2
 Fiesta,2017,12400,0,24429,2,145,47.9,1.6
 Mondeo,2017,13500,0,33841,0,30,64.2,2
 Fiesta,2016,9600,0,24257,2,0,65.7,1
 Fiesta,2016,9300,2,27593,2,0,57.7,1
 Fiesta,2018,10800,0,33264,2,145,65.7,1
 Mondeo,2018,17800,2,20170,2,145,44.8,1.5
 Fiesta,2016,9500,0,49250,2,0,65.7,1
 Focus,2016,15500,0,28344,0,20,67.3,0
 Fiesta,2017,11500,0,25787,2,145,47.9,1.6
 Fiesta,2014,9000,0,26460,2,0,65.7,1
 Kuga,2013,7990,2,91000,0,200,45.6,2
 Fiesta,2016,5490,0,65000,0,0,78.5,1.5
 Focus,2015,6990,0,48000,0,0,74.3,1.5
 Focus,2017,10490,0,34000,0,20,70.6,2
 Fiesta,2018,11900,2,15074,2,145,48.7,1
 Focus,2013,7300,0,48881,0,20,67.3,1.6
 Focus,2019,14300,0,1625,2,145,58.9,1
 Mondeo,2016,10990,2,43000,0,125,58.9,2
 Mondeo,2015,7990,0,67000,0,0,78.5,1.5
 Fiesta,2018,12990,0,11000,0,145,58.9,1.5
 Fiesta,2014,6990,0,66000,2,145,47.9,1.6
 Fiesta,2016,5990,0,30000,2,125,54.3,1.2
 Focus,2015,6490,0,69000,0,0,74.3,1.5
 Kuga,2015,12490,2,29000,0,145,52.3,2
 Fiesta,2016,9490,0,26000,2,145,47.9,1.6
 Focus,2015,14300,0,40457,0,20,67.3,0
 Fiesta,2019,12300,0,16327,2,145,60.1,1
 Kuga,2019,18800,0,8579,2,145,39.2,1.5
 Fiesta,2014,6000,0,62403,2,30,54.3,1.2
 Kuga,2019,17700,0,4899,0,145,45.6,1.5
 Fiesta,2018,10700,0,16373,2,145,65.7,1
 Focus,2017,17000,0,31357,2,200,41.5,2
 Fiesta,2015,4990,0,32000,2,125,54.3,1.2
 Fiesta,2015,9490,0,18000,2,145,47.9,1.6
 Fiesta,2016,6990,0,32000,2,0,65.7,1
 Fiesta,2016,7990,2,35000,2,0,57.7,1
 Fiesta,2016,6490,0,44000,2,0,65.7,1
 Focus,2015,10490,0,50000,0,20,67.3,2
 Fiesta,2016,6490,0,27000,2,125,54.3,1.2
 Focus,2017,10490,0,29000,0,145,74.3,1.5
 Mondeo,2015,9490,0,38000,0,30,64.2,2
 Focus,2016,6990,0,56000,0,0,74.3,1.5
 Fiesta,2017,5990,0,73000,0,145,78.5,1.5
 Mondeo,2016,10490,0,69000,0,30,64.2,2
 Focus,2016,7490,0,58000,0,0,74.3,1.5
 Focus,2015,6490,0,69000,0,0,74.3,1.5
 Focus,2015,10990,0,47000,2,200,41.5,2
 Fiesta,2017,7990,0,19000,2,0,65.7,1
 KA,2014,3334,0,31935,2,30,57.7,1.2
 Mondeo,2018,14399,2,28391,0,145,45.6,2
 Mondeo,2018,14399,2,26793,0,145,45.6,2
 Fiesta,2013,8795,0,48258,2,145,47.9,1.6
 EcoSport,2014,7747,0,29982,2,160,44.8,1.5
 Focus,2015,9657,2,9281,2,160,44.8,1.6
 Grand C-MAX,2016,10199,0,26297,0,30,64.2,1.5
 Kuga,2016,11999,0,28731,0,125,60.1,2
 S-MAX,2016,15499,0,45018,0,125,56.5,2
 Fiesta,2018,8490,0,17000,2,145,65.7,1
 Focus,2017,15490,0,23000,0,145,67.3,2
 Kuga,2017,12227,0,51904,0,30,64.2,1.5
 Focus,2014,7999,0,45918,0,20,67.3,1.6
 C-MAX,2015,7999,0,34318,0,20,68.9,1.5
 Focus,2015,11490,0,45000,0,20,67.3,2
 Mondeo,2015,9490,0,61000,0,30,62.8,2
 Kuga,2014,8990,0,50000,0,145,53.3,2
 Fiesta,2018,8490,0,12000,2,145,64.2,1.1
 Fiesta,2017,6990,0,15000,2,145,54.3,1.2
 Fiesta,2016,5490,0,68000,0,0,88.3,1.5
 Fiesta,2014,7672,0,29959,2,0,65.7,1
 Focus,2018,19999,0,7918,2,145,41.5,2
 Fiesta,2014,8449,0,58671,2,145,47.9,1.6
 Fiesta,2017,9999,0,32000,0,0,78.5,1.5
 Fiesta,2014,5750,0,73000,2,30,54.3,1.2
 Fiesta,2015,4990,0,45000,2,125,54.3,1.2
 Kuga,2016,11499,0,38693,0,125,60.1,2
 B-MAX,2016,7636,0,21471,0,0,74.3,1.5
 Focus,2013,5939,0,70199,0,20,67.3,1.6
 Grand C-MAX,2016,9799,0,37020,0,30,64.2,1.5
 B-MAX,2016,8599,0,21091,0,0,74.4,1.5
 Focus,2017,11748,0,22638,2,145,51.4,1.5
 Focus,2015,12999,0,48542,0,20,67.3,2
 Mondeo,2015,12999,2,51438,2,235,38.2,2
 C-MAX,2015,9546,0,38080,0,30,64.2,2
 Focus,2016,9799,0,22333,0,0,74.3,1.5
 Focus,2013,6799,2,45194,2,160,44.8,1.6
 Focus,2014,7096,0,53767,0,20,67.3,1.6
 Fiesta,2018,12999,2,7706,2,145,54.3,1
 Fiesta,2011,5176,0,50234,0,20,68.9,1.4
 Fiesta,2013,6412,0,32166,2,30,54.3,1.2
 Focus,2017,17299,0,26062,0,145,67.3,2
 Kuga,2015,12500,0,58150,0,150,54.3,2
 Fiesta,2017,7800,0,34257,2,0,65.7,1
 KA,2013,3900,0,57830,2,30,57.7,1.2
 Fiesta,2014,4395,0,83780,2,30,54.3,1.2
 Focus,2012,4795,0,73626,0,20,67.3,1.6
 Focus,2016,7500,0,82955,0,0,74.3,1.5
 Focus,2012,6000,0,73913,0,20,67.3,1.6
 Focus,2015,9800,0,29188,0,20,67.3,1.6
 Kuga,2013,9661,0,75282,0,200,47.9,2
 Fiesta,2017,7699,0,24983,2,0,65.7,1
 C-MAX,2016,9999,0,17698,0,20,68.9,1.5
 Focus,2019,18250,2,3492,0,145,64.2,2
 Focus,2019,16525,2,3220,0,145,64.2,2
 Focus,2018,14525,2,9534,2,145,48.7,1
 Focus,2018,14575,2,10999,2,145,48.7,1
 Focus,2018,16000,2,5675,0,145,67.3,1.5
 C-MAX,2016,8899,2,44336,0,20,64.2,1.5
 Fiesta,2016,9632,0,18814,2,20,62.8,1
 Fiesta,2017,8503,0,13080,2,125,54.3,1.2
 Focus,2016,7842,0,71364,0,0,74.3,1.5
 Focus,2018,18890,0,1454,2,145,41.5,2
 Focus,2019,17199,2,3305,0,145,64.2,2
 Focus,2019,17999,2,4134,0,145,64.2,2
 Focus,2019,17999,2,5491,0,145,64.2,2
 Focus,2019,17499,0,1986,0,145,62.8,2
 Fiesta,2016,8439,0,19764,2,0,65.7,1
 Fiesta,2017,8600,0,21780,2,0,65.7,1
 Fiesta,2018,9399,0,31824,2,145,65.7,1
 Focus,2015,8495,0,40746,0,0,74.3,1.5
 Fiesta,2016,10400,0,26403,2,0,65.7,1
 Kuga,2019,17300,0,11448,2,145,34.4,1.5
 Fiesta,2016,9500,0,29512,2,0,65.7,1
 Focus,2016,11200,0,38635,2,0,74.3,1.5
 Fiesta,2016,10900,0,5765,2,0,65.7,1
 Fiesta,2016,11400,0,18342,2,145,47.9,1.6
 Fiesta,2015,9000,2,22093,2,0,57.7,1
 Focus,2017,11800,2,22008,2,145,51.4,1
 Fiesta,2015,8100,0,26605,2,0,65.7,1
 Kuga,2013,9700,0,46719,0,145,53.3,2
 Fiesta,2018,11300,0,32139,2,145,65.7,1
 Mondeo,2018,16800,2,17960,0,145,58.9,2
 Grand C-MAX,2016,9126,0,38670,0,30,64.2,1.5
 Focus,2016,9511,0,19276,2,20,60.1,1
 Fiesta,2017,10780,0,16711,0,145,78.5,1.5
 Mondeo,2016,10499,0,47635,0,0,78.5,1.5
 Fiesta,2017,11512,0,13146,0,145,88.3,1.5
 B-MAX,2016,9189,0,12444,0,0,74.4,1.5
 Kuga,2019,16199,0,11154,2,145,34.4,1.5
 Galaxy,2012,8773,0,39653,2,235,39.2,1.6
 S-MAX,2016,16999,2,40166,0,145,52.3,2
 Focus,2017,13395,0,13338,2,145,57.7,1
 Fiesta,2014,7552,0,26219,2,30,54.3,1.2
 Focus,2013,6190,0,69000,0,20,67.3,1.6
 Fiesta,2016,9033,0,13454,2,0,65.7,1
 S-MAX,2016,16399,0,24886,0,125,56.5,2
 Grand C-MAX,2016,11499,2,19135,0,125,56.5,2
 B-MAX,2015,8099,2,23115,2,160,44.1,1.6
 C-MAX,2016,10290,0,34000,0,20,68.9,1.5
 Grand C-MAX,2016,9999,0,36511,0,30,64.2,1.5
 Kuga,2015,13731,0,29000,0,145,54.3,2
 KA,2011,2650,0,30475,2,30,57.7,1.2
 Fiesta,2019,18917,0,7968,2,145,40.3,1.5
 Fiesta,2018,8899,0,36512,2,145,65.7,1
 Fiesta,2016,8250,0,13838,2,125,54.3,1.2
 Fiesta,2015,7250,0,37224,2,0,65.7,1
 Focus,2017,10750,0,23000,2,145,60.1,1
 Fiesta,2009,5450,0,45000,0,20,67.3,1.6
 Fiesta,2014,7999,0,40000,2,30,54.3,1.2
 Focus,2015,7990,0,55000,0,0,74.3,1.5
 Fiesta,2012,5650,0,64000,2,145,48.7,1.6
 EcoSport,2015,8450,0,41000,2,125,53.3,1
 Fiesta,2013,6950,0,54000,2,0,65.7,1
 Kuga,2016,12500,0,47000,0,125,60.1,2
 Fiesta,2012,4500,0,74731,2,150,48.7,1.4
 Fiesta,2016,7999,0,34547,2,0,65.7,1
 Mondeo,2005,675,0,97000,0,205,48.7,2
 Focus,2012,6500,0,66100,0,20,67.3,1.6
 Focus,2017,12128,0,21399,2,145,57.7,1
 Focus,2017,12270,0,18866,2,145,57.7,1
 Kuga,2014,10899,0,42021,0,160,47.9,2
 Focus,2015,9495,0,30408,0,20,67.3,1.6
 Focus,2015,10299,2,38286,0,30,64.2,2
 Kuga,2019,16399,0,6134,2,145,39.2,1.5
 Fiesta,2015,9299,2,5040,2,30,57.7,1
 Kuga,2016,12454,0,35755,0,125,60.1,2
 Fiesta,2016,8500,0,29368,2,20,62.8,1
 EcoSport,2017,9399,0,15285,2,145,44.8,1.5
 KA,2015,4749,0,32897,2,30,57.7,1.2
 Grand C-MAX,2016,9999,0,27169,0,30,64.2,1.5
 S-MAX,2017,17999,0,16018,0,145,56.5,2
 Mondeo,2015,11495,0,9719,0,0,78.5,1.5
 Focus,2013,6545,0,47738,0,20,67.3,1.6
 Focus,2014,7499,0,20798,2,30,56.5,1
 Fiesta,2012,5366,0,54754,2,145,48.7,1.4
 Kuga,2016,10499,0,53592,0,125,60.1,2
 Fiesta,2015,7812,0,46995,2,20,62.8,1
 S-MAX,2016,17988,0,36918,0,125,56.5,2
 Grand C-MAX,2016,10249,2,24087,0,30,58.9,1.5
 KA,2015,5192,0,22366,2,30,57.7,1.2
 Focus,2019,18200,0,5184,0,145,70.6,2
 Focus,2019,16125,0,1388,2,145,51.4,1.5
 Fiesta,2012,4699,0,66302,2,145,48.7,1.4
 B-MAX,2016,8999,0,8629,0,0,74.4,1.5
 Fiesta,2013,7426,0,38766,2,0,65.7,1
 KA,2012,4195,0,19959,2,30,57.7,1.2
 Edge,2016,19400,0,11655,0,160,48.7,2
 C-MAX,2016,9265,0,33092,0,20,68.9,1.5
 Fiesta,2017,10399,0,19059,0,145,88.3,1.5
 Focus,2017,10099,0,28099,0,0,74.3,1.5
 Grand C-MAX,2016,10099,0,17621,0,30,64.2,1.5
 Fiesta,2017,12299,0,13615,2,145,47.9,1.6
 Fiesta,2017,9271,0,30160,2,0,65.7,1
 Kuga,2017,16499,2,35167,0,145,54.3,2
 Focus,2015,8225,0,33786,0,0,74.3,1.5
 Galaxy,2017,17999,0,34036,0,125,56.5,2
 Focus,2011,5999,2,48370,2,160,44.1,1.6
 Grand C-MAX,2011,6499,0,48718,2,200,40.9,1.6
 Focus,2017,9999,2,39198,0,145,74.3,1.5
 Fiesta,2014,8699,0,44663,2,145,47.9,1.6
 Fiesta,2016,8099,0,12072,2,125,54.3,1.2
 Focus,2019,17999,2,3824,0,145,64.2,2
 Grand C-MAX,2016,9268,0,42619,0,30,64.2,1.5
 Focus,2018,14650,0,11144,0,145,74.3,1.5
 EcoSport,2019,13475,0,7669,0,145,67.3,1.5
 Focus,2016,9999,0,27343,0,0,74.3,1.5
 Fiesta,2016,6789,0,24162,2,125,54.3,1.2
 Mondeo,2016,10999,2,54347,0,125,57.7,2
 Mondeo,2015,8390,0,52352,0,20,68.9,2
 Fiesta,2014,8466,0,8454,2,0,65.7,1
 S-MAX,2016,15199,0,22589,0,125,56.5,2
 Focus,2017,11999,0,18153,2,145,51.4,1.5
 Mondeo,2018,14399,2,28201,0,145,45.6,2
 C-MAX,2016,9399,2,35724,0,20,64.2,1.5
 Galaxy,2017,19223,0,8204,0,145,56.5,2
 Fiesta,2017,8699,0,42013,2,145,62.8,1
 Focus,2017,18899,0,11010,2,145,41.5,2
 Focus,2017,10671,0,36013,0,145,74.3,1.5
 Fiesta,2013,6799,0,35938,2,30,54.3,1.2
 Mondeo,2015,8299,0,84637,0,20,68.9,2
 Fiesta,2015,6980,0,28329,2,125,54.3,1.2
 KA,2013,3820,0,45804,2,30,57.7,1.2
 Focus,2019,18125,2,3376,0,145,64.2,2
 Focus,2019,17999,0,1291,0,145,62.8,2
 Focus,2019,17850,2,4233,0,145,74.3,1.5
 Kuga,2017,15165,0,13720,2,145,45.6,1.5
 Kuga,2016,10999,0,34879,0,125,60.1,2
 Fiesta,2016,7599,0,15385,2,125,54.3,1.2
 Focus,2017,15400,0,10253,0,20,67.3,2
 Focus,2017,11489,0,26549,0,145,74.3,1.5
 Fiesta,2016,9643,0,29842,2,0,65.7,1
 Kuga,2015,10781,2,50323,0,145,52.3,2
 Focus,2017,17451,0,14584,0,145,67.3,2
 Fiesta,2015,8524,0,58363,2,145,47.9,1.6
 Focus,2016,9399,0,32041,0,0,74.3,1.5
 KA,2015,5791,0,17398,2,30,57.7,1.2
 Fiesta,2014,7432,0,32500,2,30,54.3,1.2
 Focus,2017,11695,0,21502,0,145,74.3,1.5
 Focus,2017,11649,0,23765,0,145,74.3,1.5
 Focus,2017,10752,0,22936,2,145,60.1,1
 Fiesta,2016,10199,0,22632,2,145,47.9,1.6
 Focus,2017,10499,0,23077,2,145,60.1,1
 Fiesta,2015,7499,0,49636,2,0,65.7,1
 Fiesta,2018,9699,0,26402,2,145,64.2,1.1
 Fiesta,2014,7679,0,41217,2,0,65.7,1
 Focus,2015,9799,0,28024,0,0,74.3,1.5
 Focus,2014,7673,2,30093,2,160,44.8,1.6
 Mondeo,2018,14399,2,24842,0,145,45.6,2
 Grand C-MAX,2016,9999,0,29843,0,30,64.2,1.5
 Grand C-MAX,2016,9999,0,28772,0,30,64.2,1.5
 Fiesta,2014,7446,0,26513,2,0,65.7,1
 Mondeo,2012,7499,2,28139,0,160,50.4,2
 Fiesta,2017,9899,0,22711,0,145,88.3,1.5
 Fiesta,2015,8669,0,16925,2,0,65.7,1
 Fiesta,2015,6799,0,43670,0,0,88.3,1.5
 Fiesta,2016,7744,0,22692,2,125,54.3,1.2
 Kuga,2014,10399,0,48739,0,160,47.9,2
 Focus,2018,10798,0,14678,2,145,61.4,1
 Kuga,2014,9870,0,39663,0,145,53.3,2
 Grand C-MAX,2016,9999,0,31860,0,30,64.2,1.5
 Fiesta,2015,8284,0,11498,0,0,88.3,1.5
 Fiesta,2017,7849,0,19298,2,145,65.7,1
 Focus,2017,11799,0,17315,0,145,74.3,1.5
 Fiesta,2016,8284,0,12956,2,0,65.7,1
 Fiesta,2018,12764,0,15900,2,145,58.9,1
 Fiesta,2015,7999,2,19581,2,145,47.9,1.6
 Fiesta,2016,8574,0,12620,2,0,65.7,1
 Fiesta,2018,9698,0,14961,2,145,55.4,1.1
 Fiesta,2017,9191,0,10729,2,145,64.2,1.1
 Kuga,2018,17923,0,19908,0,145,60.1,2
 Fiesta,2016,7058,0,15140,2,125,54.3,1.2
 Focus,2015,8382,2,34808,2,160,44.8,1.6
 Fiesta,2016,11499,0,19436,2,145,47.9,1.6
 Focus,2018,12995,0,18670,2,145,57.7,1
 Focus,2017,11295,0,19337,2,145,60.1,1
 Kuga,2017,14250,0,26814,2,160,45.6,1.5
 Fiesta,2015,6799,0,67391,2,0,65.7,1
 Kuga,2016,13699,0,33338,0,125,60.1,2
 Fiesta,2015,9880,0,37666,2,145,47.9,1.6
 B-MAX,2017,9694,0,9073,2,30,55.4,1
 Focus,2019,18499,0,4945,2,145,50.4,1.5
 Focus,2013,7182,0,56984,0,20,67.3,1.6
 Focus,2018,14299,0,7498,2,145,57.7,1
 Fiesta,2017,8999,0,6238,2,145,64.2,1.1
 S-MAX,2017,18499,2,10172,0,145,52.3,2
 Fiesta,2017,8999,0,10731,2,145,64.2,1.1
 C-MAX,2013,5399,0,76156,2,160,42.8,1.6
 Focus,2016,8490,0,20587,2,20,61.4,1
 Focus,2016,13890,0,35842,0,20,67.3,2
 Kuga,2015,13590,2,19673,0,150,52.3,2
 Focus,2016,14690,0,31452,0,20,67.3,2
 Kuga,2018,12999,2,34592,0,145,58.9,1.5
 Kuga,2016,12999,0,36061,0,125,60.1,2
 Fiesta,2014,6499,0,30876,0,0,76.4,1.5
 Fiesta,2016,7541,0,14299,2,125,54.3,1.2
 Fiesta,2018,11980,0,20257,2,145,65.7,1
 Fiesta,2018,10999,0,25424,0,145,58.9,1.5
 Grand Tourneo Connect,2017,24500,0,9000,0,145,64.2,1.5
 Fiesta,2018,9990,0,20528,2,145,56.5,1
 EcoSport,2016,8690,0,16838,2,160,44.8,1.5
 Focus,2013,5995,0,58610,2,145,47.9,1.6
 Mondeo,2002,895,0,136784,2,300,36.2,1.8
 Fiesta,2015,7390,0,36236,2,0,65.7,1
 Fiesta,2019,12790,0,10824,2,145,58.9,1
 B-MAX,2017,9490,0,9850,2,145,56.5,1
 Fiesta,2017,7990,0,24003,2,145,64.2,1.1
 C-MAX,2018,12699,0,8702,2,145,55.4,1
 Fusion,2011,3999,0,35006,2,200,42.8,1.6
 Kuga,2017,13968,0,23452,0,30,64.2,1.5
 Focus,2013,6143,0,40428,2,20,58.9,1
 Focus,2015,12942,0,30768,2,200,41.5,2
 B-MAX,2015,6999,0,50123,2,30,55.4,1
 Kuga,2018,18328,0,11581,2,145,39.2,1.5
 Focus,2016,11499,0,24845,0,20,70.6,2
 Fiesta,2013,5356,0,69078,0,0,85.6,1.6
 Focus,2017,11899,0,17445,2,145,60.1,1
 Grand C-MAX,2013,6826,2,60037,0,160,48.7,2
 Focus,2019,17999,2,2594,0,145,67.3,1.5
 Focus,2019,17999,2,1480,0,145,64.2,2
 Galaxy,2016,14999,0,32170,0,125,56.5,2
 Focus,2015,8899,2,7802,2,160,44.8,1.6
 Kuga,2015,11589,0,13586,0,125,60.1,2
 Mondeo,2018,14399,2,22645,0,145,45.6,2
 Edge,2018,22999,2,15471,0,145,48.7,2
 Kuga,2017,16499,0,19610,0,145,60.1,2
 Grand C-MAX,2016,10499,2,17893,0,30,58.9,1.5
 Kuga,2017,12999,0,40860,0,125,60.1,2
 Kuga,2019,15541,0,13952,0,145,54.3,1.5
 Focus,2012,5379,0,71963,2,145,47.9,1.6
 Fiesta,2015,7626,0,22501,0,0,78.5,1.5
 Focus,2014,8483,0,48739,2,20,60.1,1
 Focus,2019,18699,2,3588,2,145,39.2,1.5
 Focus,2019,18599,2,3720,0,145,64.2,2
 Focus,2019,16999,0,4714,0,145,57.7,1.5
 Fiesta,2015,6733,0,74133,2,0,65.7,1
 Focus,2017,12599,0,22111,2,145,50.4,1.5
 C-MAX,2013,6526,0,29349,2,160,42.8,1.6
 Focus,2016,14999,0,32990,0,20,67.3,2
 Focus,2018,13999,0,8666,2,145,57.7,1
 Fiesta,2017,9999,0,7805,2,145,64.2,1.1
 C-MAX,2014,8000,0,20556,0,30,61.4,1.6
 Grand C-MAX,2016,13499,2,19525,0,125,56.5,2
 Focus,2015,8350,2,18403,2,160,44.8,1.6
 Focus,2018,16999,0,9577,0,145,74.3,1.5
 Focus,2019,17699,2,1821,0,145,74.3,1.5
 Fiesta,2017,9899,0,22385,2,145,65.7,1
 Focus,2012,7490,0,43325,2,145,47.9,1.6
 Fiesta,2009,3990,0,53583,0,20,67.3,1.4
 Grand C-MAX,2011,5490,0,64000,2,200,40.9,1.6
 Fiesta,2014,7676,0,22358,0,0,76.4,1.5
 S-MAX,2016,15369,0,36932,0,125,56.5,2
 Kuga,2013,9218,0,50834,0,145,53.3,2
 Focus,2017,12500,0,8220,0,0,74.3,1.5
 Fiesta,2015,7960,0,17164,2,0,65.7,1
 Fiesta,2012,6490,0,28000,2,125,48.7,1.4
 Focus,2011,5450,0,63000,0,20,67.3,1.6
 Mondeo,2009,4150,0,79000,0,200,44.8,2.2
 Galaxy,2012,7990,0,75179,0,165,49.6,2
 Fiesta,2016,8999,2,16213,2,0,57.7,1
 Mondeo,2015,10190,0,37406,0,20,68.9,2
 Fiesta,2013,4940,0,39932,2,30,54.3,1.2
 Fiesta,2016,6870,0,67901,2,125,54.3,1.2
 Fiesta,2015,9640,0,28088,2,145,47.9,1.6
 Focus,2016,8940,0,48687,0,0,74.3,1.5
 Focus,2015,7996,0,44000,2,20,60.1,1
 B-MAX,2013,5473,0,50174,2,30,55.4,1
 Focus,2017,9699,0,23183,2,145,60.1,1
 Focus,2017,12495,2,20693,2,145,46.3,1.5
 Fiesta,2018,11999,0,5612,2,145,65.7,1
 Fiesta,2018,9999,0,9813,2,145,64.2,1.1
 Focus,2014,7000,0,43016,0,20,67.3,1.6
 Galaxy,2016,12940,0,85259,0,125,56.5,2
 Fiesta,2016,7989,0,75929,0,0,78.5,1.5
 Fiesta,2013,5949,0,52135,0,0,85.6,1.6
 Mondeo,2016,8640,0,88393,0,30,64.2,2
 Mondeo,2017,10440,0,51318,0,20,67.3,2
 Fiesta,2016,6940,0,75386,0,0,78.5,1.5
 Fiesta,2018,9999,0,13614,2,145,64.2,1.1
 Fiesta,2018,9299,0,2398,2,145,64.2,1.1
 Focus,2018,15999,0,16582,2,145,41.5,2
 EcoSport,2016,8499,0,31530,2,125,53.3,1
 Grand C-MAX,2018,15999,2,1298,0,145,51.4,1.5
 Kuga,2014,8999,0,47772,0,145,53.3,2
 Focus,2017,10999,0,15555,2,145,58.9,1
 Focus,2018,10999,0,10374,2,145,61.4,1
 Focus,2014,8940,2,29192,2,160,44.8,1.6
 Focus,2014,6840,0,69000,0,20,67.3,1.6
 Focus,2015,5750,0,78000,0,20,67.3,1.6
 Fiesta,2015,8845,0,29194,2,0,65.7,1
 Fiesta,2014,6995,0,51438,2,0,65.7,1
 B-MAX,2013,5495,0,62774,2,150,47.1,1.4
 Focus,2016,8497,0,52821,0,0,74.3,1.5
 Focus,2016,8470,0,89827,0,0,74.3,1.5
 C-MAX,2012,5270,0,87611,2,200,42.8,1.6
 Fiesta,2017,9640,0,16697,0,0,78.5,1.5
 Fiesta,2014,7340,0,30000,2,0,65.7,1
 Fiesta,2014,6940,0,32000,2,0,65.7,1
 Focus,2013,5749,0,69000,2,30,56.5,1
 Focus,2017,11333,2,30452,2,125,51.4,1
 Fiesta,2016,8795,0,27705,2,0,65.7,1
 Fiesta,2008,3995,0,76517,0,150,47.9,1.6
 Mondeo,2016,8695,0,69778,0,0,74.3,1.5
 Mondeo,2016,8995,0,79265,0,30,64.2,2
 Fiesta,2015,8288,0,14653,2,0,65.7,1
 Mondeo,2015,8794,0,97000,0,30,65.7,2
 Mondeo,2016,6993,0,112000,0,20,67.3,2
 Fiesta,2018,11997,0,10230,2,145,58.9,1
 EcoSport,2017,8697,0,33866,2,125,52.3,1
 Fiesta,2018,10497,0,28247,2,145,62.8,1
 Edge,2017,19997,2,20540,0,160,48.7,2
 Focus,2016,9797,0,25286,0,0,74.3,1.5
 KA,2014,4490,0,49195,2,30,57.7,1.2
 Mondeo,2012,4190,0,82773,0,145,53.3,2
 B-MAX,2015,7890,2,16796,2,160,44.1,1.6
 Kuga,2015,10488,0,59498,0,125,60.1,2
 Fiesta,2014,6988,0,53987,2,0,65.7,1
 EcoSport,2016,8688,0,17543,2,160,44.8,1.5
 Focus,2017,10990,0,37287,0,150,74.3,1.5
 Kuga,2014,9970,2,67401,0,205,45.6,2
 Galaxy,2017,17970,1,27503,0,145,52.3,2
 Grand C-MAX,2013,8470,2,47421,0,165,48.7,2
 Focus,2018,11970,0,37349,0,150,74.3,1.5
 Focus,2019,15970,2,404,2,145,47.9,1.5
 Galaxy,2016,19970,1,10121,0,145,52.3,2
 Galaxy,2013,6470,0,99900,0,150,52.3,1.6
 S-MAX,2012,10997,2,39125,0,200,47.1,2
